City_ID,City,Country,Date,Lat,Lng,Temp,Min Temp,Max Temp,Current Description,Current Details,Humidity,Cloudiness,Wind Speed
0,Ballina,AU,2021-03-17 13:24:11,-28.8667,153.5667,66.58,64.99,68.0,Rain,light rain,100,90,5.75
1,Khatanga,RU,2021-03-17 13:24:11,71.9667,102.5,-25.89,-25.89,-25.89,Clouds,overcast clouds,94,99,12.88
2,Uyutne,UA,2021-03-17 13:24:11,45.1994,33.3014,46.99,46.99,46.99,Clouds,overcast clouds,60,100,8.01
3,Peniche,PT,2021-03-17 13:24:12,39.3558,-9.3811,71.65,71.01,72.0,Clear,clear sky,36,0,11.01
4,Waipawa,NZ,2021-03-17 13:24:12,-41.4122,175.5153,56.03,55.0,57.2,Clouds,overcast clouds,67,90,21.85
5,Mar Del Plata,AR,2021-03-17 13:22:57,-38.0023,-57.5575,60.42,59.0,62.01,Clouds,overcast clouds,88,90,27.63
6,Fukue,JP,2021-03-17 13:24:13,32.6881,128.8419,56.75,56.75,56.75,Clouds,overcast clouds,71,100,21.99
7,Puerto Ayora,EC,2021-03-17 13:24:13,-0.7393,-90.3518,78.01,78.01,78.01,Clouds,scattered clouds,89,40,1.99
8,Rikitea,PF,2021-03-17 13:20:18,-23.1203,-134.9692,77.65,77.65,77.65,Clouds,scattered clouds,71,50,9.86
9,Arraial Do Cabo,BR,2021-03-17 13:24:13,-22.9661,-42.0278,83.43,82.4,84.2,Clear,clear sky,65,0,18.41
10,Lebu,CL,2021-03-17 13:24:14,-37.6167,-73.65,56.98,56.98,56.98,Clear,clear sky,73,0,9.53
11,Tuktoyaktuk,CA,2021-03-17 13:24:14,69.4541,-133.0374,-25.6,-25.6,-25.6,Clouds,few clouds,68,20,4.61
12,Sitka,US,2021-03-17 13:24:14,57.0531,-135.33,39.2,39.2,39.2,Snow,light snow,70,40,13.8
13,Orotukan,RU,2021-03-17 13:24:15,62.2667,151.7,-15.68,-15.68,-15.68,Clear,clear sky,81,0,3.04
14,Avarua,CK,2021-03-17 13:24:15,-21.2078,-159.775,80.6,80.6,80.6,Rain,light rain,89,75,11.5
15,Dzhubga,RU,2021-03-17 13:24:15,44.3211,38.7039,51.55,51.55,51.55,Rain,light rain,76,100,10.4
16,Skjervoy,NO,2021-03-17 13:24:16,70.0311,20.9714,24.8,24.8,24.8,Clouds,broken clouds,63,75,5.75
17,New Norfolk,AU,2021-03-17 13:24:16,-42.7826,147.0587,53.38,50.0,55.99,Clear,clear sky,65,0,5.01
18,Ushuaia,AR,2021-03-17 13:24:16,-54.8,-68.3,48.2,48.2,48.2,Clear,clear sky,71,0,8.05
19,Airai,TL,2021-03-17 13:24:17,-8.9266,125.4092,62.53,62.53,62.53,Clouds,overcast clouds,94,100,0.09
20,Port Elizabeth,ZA,2021-03-17 13:24:17,-33.918,25.5701,75.2,75.2,75.2,Clouds,few clouds,64,20,9.22
21,Luanda,AO,2021-03-17 13:24:17,-8.8368,13.2343,82.4,82.4,82.4,Clouds,broken clouds,69,75,5.75
22,Punta Arenas,CL,2021-03-17 13:24:05,-53.15,-70.9167,50.9,50.0,51.8,Clouds,broken clouds,66,75,28.77
23,Utica,US,2021-03-17 13:24:18,43.1009,-75.2327,31.37,30.99,32.0,Clear,clear sky,60,0,1.99
24,Candelaria,PH,2021-03-17 13:24:18,13.9311,121.4233,80.01,80.01,80.01,Clouds,overcast clouds,90,99,2.13
25,Chokurdakh,RU,2021-03-17 13:24:18,70.6333,147.9167,-15.47,-15.47,-15.47,Clouds,scattered clouds,87,43,6.85
26,Butaritari,KI,2021-03-17 13:24:19,3.0707,172.7902,80.13,80.13,80.13,Rain,moderate rain,79,78,13.58
27,Vaini,TO,2021-03-17 13:24:19,-21.2,-175.2,73.4,73.4,73.4,Clouds,scattered clouds,100,40,3.44
28,Russkaya Polyana,UA,2021-03-17 13:24:19,49.417,31.9201,34.21,34.21,34.21,Snow,light snow,97,100,8.41
29,Saskylakh,RU,2021-03-17 13:24:20,71.9167,114.0833,-27.02,-27.02,-27.02,Clouds,overcast clouds,95,100,8.52
30,Atambua,ID,2021-03-17 13:24:20,-9.1061,124.8925,76.33,76.33,76.33,Clouds,overcast clouds,83,100,1.81
31,Fuxin,CN,2021-03-17 13:24:20,42.0156,121.6589,39.27,39.27,39.27,Clouds,scattered clouds,22,47,3.6
