City_ID,City,Country,Date,Lat,Lng,Temp,Min Temp,Max Temp,Current Description,Current Details,Humidity,Cloudiness,Wind Speed
57,Puerto Ayora,EC,2021-03-09 15:07:23,-0.7393,-90.3518,81.54,81.0,82.4,Clear,clear sky,78,0,6.91
58,Nantucket,US,2021-03-09 15:11:28,41.2835,-70.0995,43.36,42.8,44.01,Clouds,overcast clouds,87,90,13.8
59,Sao Miguel,BR,2021-03-09 15:11:12,-5.4667,-35.3667,87.8,87.8,87.8,Clouds,scattered clouds,58,40,13.8
60,Nikolskoye,RU,2021-03-09 15:08:10,59.7035,30.7861,5.05,0.0,8.6,Clear,clear sky,52,0,6.71
61,Donghai,CN,2021-03-09 15:11:28,22.9459,115.642,68.0,68.0,68.0,Clear,clear sky,84,0,4.54
62,Lubaczow,PL,2021-03-09 15:11:29,50.157,23.1234,32.58,30.0,34.0,Clouds,broken clouds,54,75,1.01
63,Katherine,AU,2021-03-09 15:11:29,-14.4667,132.2667,77.0,77.0,77.0,Clouds,broken clouds,94,75,6.91
64,Noshiro,JP,2021-03-09 15:11:29,40.2039,140.0242,37.35,37.35,37.35,Clear,clear sky,79,4,9.31
65,Buraydah,SA,2021-03-09 15:10:23,26.326,43.975,80.6,80.6,80.6,Clouds,scattered clouds,28,40,9.22
66,Dingle,PH,2021-03-09 15:08:01,10.9995,122.6711,75.15,75.15,75.15,Clear,clear sky,84,9,10.09
67,Saint-Philippe,RE,2021-03-09 15:07:36,-21.3585,55.7679,76.64,68.0,82.4,Clouds,few clouds,74,20,12.66
68,Provideniya,RU,2021-03-09 15:08:36,64.3833,-173.3,3.15,3.15,3.15,Clouds,overcast clouds,92,100,5.55
69,Carnarvon,AU,2021-03-09 15:08:09,-24.8667,113.6333,78.8,78.8,78.8,Clouds,scattered clouds,83,40,9.22
70,Muros,ES,2021-03-09 15:08:45,42.7762,-9.0603,59.0,59.0,59.0,Clouds,broken clouds,52,67,3.0
71,Doha,QA,2021-03-09 15:06:53,25.2867,51.5333,77.0,75.2,79.0,Clear,clear sky,57,0,8.05
72,Nanortalik,GL,2021-03-09 15:08:28,60.1432,-45.2371,26.76,26.76,26.76,Clouds,overcast clouds,94,97,5.39
73,Colares,PT,2021-03-09 15:11:31,38.7992,-9.4469,61.48,59.0,63.0,Clouds,few clouds,51,20,11.5
74,Ilhabela,BR,2021-03-09 15:11:31,-23.7781,-45.3581,80.91,80.91,80.91,Clouds,broken clouds,64,72,5.93
75,Norman Wells,CA,2021-03-09 15:07:53,65.282,-126.8329,-20.2,-20.2,-20.2,Clouds,few clouds,83,20,4.61
76,Ugoofaaru,MV,2021-03-09 15:11:31,5.6667,73.0,84.02,84.02,84.02,Clouds,overcast clouds,74,100,16.91
77,Ystad,SE,2021-03-09 15:11:27,55.4297,13.8204,37.2,37.0,37.4,Clear,clear sky,48,0,6.91
78,Baykit,RU,2021-03-09 15:11:32,61.67,96.37,6.12,6.12,6.12,Clouds,overcast clouds,89,97,9.19
79,Corinto,GR,2021-03-09 15:11:32,37.9407,22.9573,62.01,62.01,62.01,Clouds,broken clouds,52,55,5.01
80,Petatlan,MX,2021-03-09 15:11:32,17.5167,-101.2667,80.6,80.6,80.6,Clouds,few clouds,69,20,1.99
81,Kota Kinabalu,MY,2021-03-09 15:11:32,5.9749,116.0724,78.42,78.01,78.8,Clouds,few clouds,89,20,4.61
82,Dunedin,NZ,2021-03-09 15:07:46,-45.8742,170.5036,60.1,59.0,61.0,Clouds,overcast clouds,65,100,1.01
83,Victoria,HK,2021-03-09 15:06:39,22.2855,114.1577,66.47,61.0,69.01,Clear,clear sky,84,0,1.01
84,Gibara,CU,2021-03-09 15:11:33,21.1097,-76.1317,77.0,77.0,77.0,Clouds,broken clouds,65,75,14.97
85,Lebu,CL,2021-03-09 15:07:38,-37.6167,-73.65,63.84,63.84,63.84,Clouds,scattered clouds,51,36,6.49
86,Vaini,TO,2021-03-09 15:07:31,-21.2,-175.2,75.2,75.2,75.2,Clouds,broken clouds,57,75,8.05
87,Bambous Virieux,MU,2021-03-09 15:08:42,-20.3428,57.7575,80.8,79.0,82.4,Clouds,scattered clouds,74,40,5.75
88,Kapaa,US,2021-03-09 15:08:04,22.0752,-159.319,66.33,64.99,68.0,Rain,heavy intensity rain,94,90,17.27
89,Mahajanga,MG,2021-03-09 15:11:34,-15.7167,46.3167,84.2,84.2,84.2,Clouds,few clouds,65,20,6.91
90,Pevek,RU,2021-03-09 15:07:33,69.7008,170.3133,-19.35,-19.35,-19.35,Clouds,overcast clouds,85,100,10.45
91,Batagay-Alyta,RU,2021-03-09 15:11:34,67.8006,130.4114,-13.47,-13.47,-13.47,Clouds,overcast clouds,79,100,4.65
92,Jamestown,US,2021-03-09 15:07:35,42.097,-79.2353,41.47,39.2,44.01,Clear,clear sky,75,1,4.45
93,Celestun,MX,2021-03-09 15:11:34,20.8667,-90.4,73.78,73.78,73.78,Clear,clear sky,69,1,11.45
94,Zeya,RU,2021-03-09 15:11:35,53.75,127.2667,5.14,5.14,5.14,Clear,clear sky,89,0,1.12
95,Bethel,US,2021-03-09 15:07:41,41.3712,-73.414,50.56,48.99,51.01,Clear,clear sky,40,3,4.0
96,Bosaso,SO,2021-03-09 15:11:35,11.2842,49.1816,80.6,80.6,80.6,Clouds,few clouds,83,20,17.27
97,Cidreira,BR,2021-03-09 15:08:44,-30.1811,-50.2056,74.48,74.48,74.48,Rain,light rain,80,85,13.04
98,Hasaki,JP,2021-03-09 15:08:07,35.7333,140.8333,43.93,42.8,44.6,Clouds,broken clouds,93,75,4.61
99,Los Cedrales,PY,2021-03-09 15:11:36,-25.65,-54.7,84.2,82.4,86.0,Clear,clear sky,51,0,5.75
100,Bredasdorp,ZA,2021-03-09 15:07:34,-34.5322,20.0403,77.0,77.0,77.0,Clouds,broken clouds,38,68,29.93
101,Aksarka,RU,2021-03-09 15:09:45,66.5606,67.7975,-26.05,-26.05,-26.05,Clouds,broken clouds,82,82,3.71
102,Bathsheba,BB,2021-03-09 15:08:39,13.2167,-59.5167,84.2,84.2,84.2,Clouds,few clouds,54,20,20.71
103,Capaci,IT,2021-03-09 15:11:36,38.1711,13.2393,62.6,62.01,63.0,Clouds,broken clouds,59,75,14.97
104,Korla,CN,2021-03-09 15:11:36,41.7597,86.1469,50.16,50.16,50.16,Clouds,overcast clouds,45,99,1.95
105,Mar Del Plata,AR,2021-03-09 15:08:00,-38.0023,-57.5575,64.54,63.0,66.2,Clouds,broken clouds,63,75,9.22
106,Cherskiy,RU,2021-03-09 15:07:52,68.75,161.3,-14.33,-14.33,-14.33,Clouds,overcast clouds,87,100,12.82
107,Khatanga,RU,2021-03-09 15:08:08,71.9667,102.5,-24.79,-24.79,-24.79,Clouds,overcast clouds,86,94,4.52
108,Cape Town,ZA,2021-03-09 15:02:42,-33.9258,18.4232,67.57,64.99,70.0,Clouds,broken clouds,64,75,32.21
109,Bandarbeyla,SO,2021-03-09 15:09:08,9.4942,50.8122,78.26,78.26,78.26,Clear,clear sky,71,0,11.45
110,Kodiak,US,2021-03-09 15:07:34,57.79,-152.4072,39.2,39.2,39.2,Clouds,overcast clouds,75,90,5.75
111,Udachnyy,RU,2021-03-09 15:11:37,66.4167,112.4,7.03,7.03,7.03,Clouds,overcast clouds,93,100,6.13
112,Taoudenni,ML,2021-03-09 15:09:26,22.6783,-3.9836,88.72,88.72,88.72,Clear,clear sky,12,0,17.67
113,Beidao,CN,2021-03-09 15:11:38,34.5686,105.8933,49.51,49.51,49.51,Clouds,overcast clouds,58,100,3.4
114,Kaspiyskiy,RU,2021-03-09 15:09:36,45.3929,47.3707,41.27,41.27,41.27,Clouds,overcast clouds,67,88,16.08
115,Vila Velha,BR,2021-03-09 15:09:19,-20.3297,-40.2925,82.22,80.6,82.99,Clouds,few clouds,74,20,9.22
116,Martyush,RU,2021-03-09 15:11:38,56.4,61.8819,13.84,13.84,13.84,Clouds,scattered clouds,92,46,3.98
117,Yellowknife,CA,2021-03-09 15:07:58,62.456,-114.3525,-21.06,-25.6,-15.0,Clouds,few clouds,68,20,0.96
118,Port Elizabeth,ZA,2021-03-09 15:08:14,-33.918,25.5701,73.4,73.4,73.4,Clear,clear sky,53,0,10.36
119,Avera,US,2021-03-09 15:11:39,33.194,-82.5271,58.15,55.4,60.01,Clear,clear sky,47,1,3.44
120,Mandalgovi,MN,2021-03-09 15:11:39,45.7625,106.2708,35.08,35.08,35.08,Clouds,overcast clouds,65,95,7.38
121,Boddam,GB,2021-03-09 15:11:39,57.4667,-1.7833,46.13,46.0,46.4,Clouds,broken clouds,87,75,20.71
122,Tual,ID,2021-03-09 15:11:39,-5.6667,132.75,83.34,83.34,83.34,Clouds,overcast clouds,76,88,13.24
123,Ostrowiec Swietokrzyski,PL,2021-03-09 15:11:40,50.9294,21.3853,34.66,33.01,37.0,Clouds,overcast clouds,51,100,1.99
124,Sorland,NO,2021-03-09 15:07:34,67.667,12.6934,35.6,35.6,35.6,Clouds,broken clouds,60,75,12.66
125,Jingdezhen,CN,2021-03-09 15:11:40,29.2947,117.2079,50.68,50.68,50.68,Clouds,scattered clouds,86,35,2.71
126,Narsaq,GL,2021-03-09 15:07:23,60.9167,-46.05,26.6,26.6,26.6,Clouds,few clouds,50,20,1.28
127,Laguna,US,2021-03-09 15:07:39,38.421,-121.4238,41.36,39.99,42.8,Clear,clear sky,81,1,3.76
128,Lorengau,PG,2021-03-09 15:07:54,-2.0226,147.2712,82.2,82.2,82.2,Clouds,overcast clouds,75,99,9.35
129,Saint Anthony,US,2021-03-09 15:07:57,45.0205,-93.218,49.06,46.99,51.01,Clear,clear sky,57,1,13.8
130,Klaksvik,FO,2021-03-09 15:07:52,62.2266,-6.589,44.6,44.6,44.6,Clouds,overcast clouds,93,100,26.46
131,Maltahohe,NA,2021-03-09 15:11:41,-24.8333,16.9833,86.49,86.49,86.49,Clear,clear sky,10,0,21.09
132,Saint George,US,2021-03-09 15:05:34,37.1041,-113.5841,47.39,46.0,48.2,Clear,clear sky,34,1,8.05
133,Tuktoyaktuk,CA,2021-03-09 15:07:28,69.4541,-133.0374,-18.4,-18.4,-18.4,Clear,clear sky,76,1,13.8
134,Pombia,IT,2021-03-09 15:11:42,45.653,8.6336,52.43,48.99,54.0,Clouds,broken clouds,50,75,4.61
135,Buala,SB,2021-03-09 15:11:42,-8.145,159.5921,79.39,79.39,79.39,Clear,clear sky,75,1,2.42
136,Ilulissat,GL,2021-03-09 15:09:29,69.2167,-51.1,19.4,19.4,19.4,Clouds,few clouds,49,20,8.05
137,Ishigaki,JP,2021-03-09 15:08:53,24.3448,124.1572,69.19,69.19,69.19,Clouds,overcast clouds,80,100,20.02
138,College,US,2021-03-09 15:09:02,64.8569,-147.8028,11.59,6.8,14.0,Clouds,broken clouds,78,75,4.61
139,Hithadhoo,MV,2021-03-09 15:08:10,-0.6,73.0833,84.27,84.27,84.27,Clouds,scattered clouds,60,25,2.64
140,Cayenne,GF,2021-03-09 15:08:53,4.9333,-52.3333,84.09,84.0,84.2,Clouds,broken clouds,70,75,13.8
141,Riyadh,SA,2021-03-09 15:11:43,24.6877,46.7219,89.37,86.0,91.4,Clear,clear sky,11,0,5.75
142,Bardiyah,LY,2021-03-09 15:08:47,31.7561,25.0865,73.74,73.74,73.74,Clouds,scattered clouds,31,39,13.47
143,Yerbogachen,RU,2021-03-09 15:09:48,61.2767,108.0108,9.81,9.81,9.81,Clouds,overcast clouds,91,96,15.12
144,Amuntai,ID,2021-03-09 15:11:43,-2.4177,115.2494,72.91,72.91,72.91,Rain,moderate rain,98,100,3.38
145,Shaunavon,CA,2021-03-09 15:11:44,49.6501,-108.4181,24.8,24.8,24.8,Snow,light snow,93,100,16.11
146,Garden City,US,2021-03-09 15:09:01,42.3256,-83.331,47.28,46.0,50.0,Haze,haze,61,75,8.05
147,Vorobyevka,RU,2021-03-09 15:11:44,50.6451,40.9245,22.95,22.95,22.95,Clouds,overcast clouds,89,100,10.78
148,Pisco,PE,2021-03-09 15:08:23,-13.7,-76.2167,74.7,73.99,75.2,Clouds,scattered clouds,83,40,8.05
149,Emerald,AU,2021-03-09 15:08:03,-23.5333,148.1667,79.47,78.01,80.6,Clouds,scattered clouds,57,40,5.75
150,Tura,IN,2021-03-09 15:11:45,25.5198,90.2201,71.92,71.92,71.92,Clear,clear sky,41,1,1.66
151,Coari,BR,2021-03-09 15:11:45,-4.085,-63.1414,81.79,81.79,81.79,Clouds,overcast clouds,77,95,0.56
152,Upernavik,GL,2021-03-09 15:07:26,72.7868,-56.1549,11.5,11.5,11.5,Clouds,overcast clouds,88,100,3.22
153,Butaritari,KI,2021-03-09 15:07:22,3.0707,172.7902,79.93,79.93,79.93,Clouds,scattered clouds,80,33,8.61
154,Iqaluit,CA,2021-03-09 15:08:25,63.7506,-68.5145,10.2,10.0,10.4,Snow,light snow,85,90,2.3
155,Iisalmi,FI,2021-03-09 15:11:46,63.5592,27.1907,6.8,6.8,6.8,Clear,clear sky,56,0,3.44
156,Naze,JP,2021-03-09 15:08:52,28.3667,129.4833,61.14,61.14,61.14,Clouds,few clouds,88,17,15.97
157,Thompson,CA,2021-03-09 15:07:26,55.7435,-97.8558,-4.0,-4.0,-4.0,Clouds,broken clouds,84,75,2.3
158,Axim,GH,2021-03-09 15:11:46,4.8699,-2.2405,85.39,85.39,85.39,Clouds,broken clouds,70,55,12.82
159,Saint-Francois,FR,2021-03-09 15:08:02,46.4154,3.9054,51.26,50.0,54.0,Clouds,scattered clouds,46,40,10.36
160,Noumea,NC,2021-03-09 15:09:13,-22.2763,166.4572,69.8,69.8,69.8,Clouds,broken clouds,88,75,1.14
161,Hamilton,US,2021-03-09 15:07:17,39.1834,-84.5333,52.92,50.0,55.0,Clouds,broken clouds,40,75,6.91
162,Eucaliptus,BO,2021-03-09 15:11:47,-17.5833,-67.5167,55.4,55.4,55.4,Clouds,few clouds,47,20,6.08
163,Sungaipenuh,ID,2021-03-09 15:09:18,-2.0833,101.3833,65.91,65.91,65.91,Clouds,overcast clouds,96,100,2.19
164,Sitka,US,2021-03-09 15:06:30,57.0531,-135.33,28.4,28.4,28.4,Clear,clear sky,80,1,4.34
165,Roma,US,2021-03-09 15:11:47,43.2128,-75.4557,39.2,37.4,41.0,Clouds,overcast clouds,70,90,5.75
166,Tukrah,LY,2021-03-09 15:08:38,32.5341,20.5791,65.39,65.39,65.39,Clear,clear sky,72,0,6.78
167,Mahebourg,MU,2021-03-09 15:07:38,-20.4081,57.7,82.4,82.4,82.4,Clouds,scattered clouds,74,40,5.75
168,Takaungu,KE,2021-03-09 15:11:48,-3.6837,39.8566,84.4,82.4,86.0,Clouds,broken clouds,58,75,11.5
169,Omboue,GA,2021-03-09 15:07:50,-1.5746,9.2618,83.34,83.34,83.34,Rain,light rain,78,72,10.25
170,Marshall,US,2021-03-09 15:11:48,34.3834,-86.3333,57.45,57.0,57.99,Clear,clear sky,35,1,3.44
171,Kahului,US,2021-03-09 15:05:30,20.8947,-156.47,65.88,64.0,68.0,Rain,light rain,88,75,4.61
172,Biritiba-Mirim,BR,2021-03-09 15:11:49,-23.5698,-46.0407,81.07,80.6,82.0,Clouds,scattered clouds,57,40,3.44
173,Broome,US,2021-03-09 15:09:22,42.2506,-75.833,41.54,39.99,43.0,Clear,clear sky,61,1,9.22
174,Khandagayty,RU,2021-03-09 15:11:49,50.7333,92.05,11.53,11.53,11.53,Clear,clear sky,87,0,2.24
175,Jalu,LY,2021-03-09 15:08:56,29.0331,21.5482,87.15,87.15,87.15,Clouds,scattered clouds,14,31,18.68
176,Hambantota,LK,2021-03-09 15:07:49,6.1241,81.1185,78.8,78.8,78.8,Clouds,few clouds,94,20,3.44
177,Deputatskiy,RU,2021-03-09 15:11:49,69.3,139.9,-15.75,-15.75,-15.75,Clouds,overcast clouds,89,99,4.32
178,Moree,AU,2021-03-09 15:11:50,-29.4667,149.85,69.8,69.8,69.8,Clear,clear sky,73,8,8.05
179,Puerto Leguizamo,CO,2021-03-09 15:11:50,-0.1934,-74.7819,76.24,76.24,76.24,Clouds,overcast clouds,83,93,1.83
180,Longyearbyen,SJ,2021-03-09 15:08:07,78.2186,15.6401,23.0,23.0,23.0,Snow,light snow,93,75,5.75
181,Le Vauclin,MQ,2021-03-09 15:11:50,14.5452,-60.8388,77.0,77.0,77.0,Clouds,overcast clouds,78,90,11.5
182,Satao,PT,2021-03-09 15:11:51,40.7418,-7.7329,55.99,55.99,55.99,Clear,clear sky,42,0,5.99
183,Izumo,JP,2021-03-09 15:11:51,35.3667,132.7667,44.6,44.6,44.6,Clouds,broken clouds,87,75,5.75
184,Sinnai,IT,2021-03-09 15:11:51,39.3042,9.2036,61.27,60.8,62.01,Clouds,scattered clouds,59,40,17.27
185,Lujan,AR,2021-03-09 15:08:20,-34.5703,-59.105,77.54,77.0,78.01,Clear,clear sky,50,0,1.01
186,Picota,PE,2021-03-09 15:11:51,-6.9197,-76.3304,80.6,80.6,80.6,Clouds,broken clouds,83,75,3.44
187,Rafraf,TN,2021-03-09 15:11:51,37.1904,10.1837,61.7,60.8,62.6,Clouds,broken clouds,77,75,10.36
188,Coruripe,BR,2021-03-09 15:11:52,-10.1256,-36.1756,87.21,87.21,87.21,Clear,clear sky,54,4,12.64
189,Vanimo,PG,2021-03-09 15:07:27,-2.6741,141.3028,78.64,78.64,78.64,Clouds,overcast clouds,79,99,0.4
190,Oistins,BB,2021-03-09 15:11:52,13.0667,-59.5333,84.2,84.2,84.2,Clouds,few clouds,54,20,20.71
191,Cabo San Lucas,MX,2021-03-09 15:03:28,22.8909,-109.9124,64.31,59.0,68.0,Clouds,broken clouds,42,75,3.44
192,Airai,TL,2021-03-09 15:08:07,-8.9266,125.4092,60.42,60.42,60.42,Clouds,overcast clouds,100,98,1.36
193,Qasigiannguit,GL,2021-03-09 15:11:53,68.8193,-51.1922,19.4,19.4,19.4,Clouds,few clouds,49,20,8.05
194,Coquimbo,CL,2021-03-09 15:09:30,-29.9533,-71.3436,64.4,64.4,64.4,Clouds,overcast clouds,82,90,6.91
195,Hami,CN,2021-03-09 15:11:53,42.8,93.45,47.17,47.17,47.17,Clear,clear sky,46,0,6.08
196,Leningradskiy,RU,2021-03-09 15:08:30,69.3833,178.4167,-17.1,-17.1,-17.1,Clouds,overcast clouds,87,100,1.39
197,San Cristobal,VE,2021-03-09 15:07:47,7.7669,-72.225,75.2,75.2,75.2,Fog,fog,94,40,6.91
198,Vitim,RU,2021-03-09 15:11:54,59.4511,112.5578,21.22,21.22,21.22,Clouds,overcast clouds,93,100,13.65
199,Zhigansk,RU,2021-03-09 15:11:54,66.7697,123.3711,2.48,2.48,2.48,Clouds,overcast clouds,93,100,22.55
200,Kabare,CD,2021-03-09 15:11:54,-2.4683,28.8242,68.94,68.94,68.94,Rain,light rain,76,100,1.66
201,Touros,BR,2021-03-09 15:08:19,-5.1989,-35.4608,87.8,87.8,87.8,Clouds,scattered clouds,58,40,13.8
202,Chuy,UY,2021-03-09 15:08:09,-33.6971,-53.4616,74.52,74.52,74.52,Clouds,broken clouds,65,65,10.2
203,Hit,IQ,2021-03-09 15:11:55,33.6416,42.8251,70.72,70.72,70.72,Clear,clear sky,29,0,4.59
204,Chapadinha,BR,2021-03-09 15:11:55,-3.7417,-43.3603,83.82,83.82,83.82,Clouds,overcast clouds,77,100,4.5
205,Tubuala,PA,2021-03-09 15:11:55,9.5167,-79.0333,77.83,69.01,88.0,Clouds,scattered clouds,55,40,19.57
206,Kismayo,SO,2021-03-09 15:11:56,-0.3582,42.5454,80.62,80.62,80.62,Clouds,broken clouds,77,73,15.84
207,Yuanping,CN,2021-03-09 15:11:56,38.7153,112.7575,47.89,47.89,47.89,Clouds,broken clouds,56,63,3.42
208,Vardo,NO,2021-03-09 15:08:18,70.3705,31.1107,19.4,19.4,19.4,Snow,snow,93,90,13.8
209,Kyabe,TD,2021-03-09 15:11:56,9.4515,18.9449,105.94,105.94,105.94,Clear,clear sky,9,0,4.76
210,Sylvan Lake,CA,2021-03-09 15:10:59,52.3168,-114.0853,23.11,21.2,24.8,Mist,mist,100,90,10.36
211,Asfi,MA,2021-03-09 15:11:56,32.2994,-9.2372,59.54,59.54,59.54,Clear,clear sky,59,6,16.08
